,phrase,label,sentiment,subjectivity,language,count
summer,summer,DATE,,,en,3
The Bone Temple,The Bone Temple,FAC,,,en,3
last December,last December,DATE,,,en,3
zero,zero,CARDINAL,,,en,3
the night,the night,TIME,,,en,3
Jimmy Kimmel Live,Jimmy Kimmel Live,WORK_OF_ART,,,en,3
Cardi,Cardi,PRODUCT,,,en,3
Sept. 17,Sept. 17,DATE,,,en,3
30th,30th,ORDINAL,,,en,3
next year,next year,DATE,,,en,3
Christian,Christian,NORP,,,en,3
Vibes,Vibes,PRODUCT,,,en,3
November 6,November 6,DATE,,,en,3
The Don Lemon Show,The Don Lemon Show,WORK_OF_ART,,,en,3
71,71,DATE,,,en,3
next year's,next year's,DATE,,,en,3
$2.5M,$2.5M,MONEY,,,en,3
Nigerian,Nigerian,NORP,,,en,3
Navratri 2025:,Navratri 2025:,WORK_OF_ART,,,en,3
second-half,second-half,DATE,,,en,3
Kiss of the Spider Woman’ Premiere,Kiss of the Spider Woman’ Premiere,WORK_OF_ART,,,en,3
fifth,fifth,ORDINAL,,,en,3
2025 Nobel Prize,2025 Nobel Prize,WORK_OF_ART,,,en,3
Latin,Latin,LANGUAGE,,,en,3
62,62,DATE,,,en,3
Batman,Batman,WORK_OF_ART,,,en,3
Nobel Prize in Medicine,Nobel Prize in Medicine,WORK_OF_ART,,,en,3
The Nobel Prize,The Nobel Prize,WORK_OF_ART,,,en,3
The 2025 Nobel Prize in Physiology or Medicine,The 2025 Nobel Prize in Physiology or Medicine,WORK_OF_ART,,,en,3
Jewish,Jewish,NORP,,,en,3
"over 250,000 euros","over 250,000 euros",MONEY,,,en,3
January 6th,January 6th,DATE,,,en,3
South American,South American,NORP,,,en,3
43,43,CARDINAL,,,en,3
"With Love, Meghan","With Love, Meghan",WORK_OF_ART,,,en,3
Eternity,Eternity,WORK_OF_ART,,,en,3
Hamnet,Hamnet,WORK_OF_ART,,,en,3
1980,1980,DATE,,,en,3
Good Night,Good Night,WORK_OF_ART,,,en,3
June,June,DATE,,,en,3
500,500,CARDINAL,,,en,3
Bollywood,Bollywood,NORP,,,en,3
Indias,Indias,NORP,,,en,3
seven,seven,CARDINAL,,,en,3
The Lead,The Lead,WORK_OF_ART,,,en,3
$1 billion,$1 billion,MONEY,,,en,3
the last year,the last year,DATE,,,en,3
Nobel Prize in Economics,Nobel Prize in Economics,WORK_OF_ART,,,en,3
November 14th,November 14th,DATE,,,en,3
next week,next week,DATE,,,en,3
27 years,27 years,DATE,,,en,3
early December,early December,DATE,,,en,3
Nov. 14,Nov. 14,DATE,,,en,3
August 2025,August 2025,DATE,,,en,3
The Nobel prize,The Nobel prize,WORK_OF_ART,,,en,3
October 13,October 13,DATE,,,en,3
January 2026,January 2026,DATE,,,en,3
33,33,DATE,,,en,3
More than 7 million,More than 7 million,CARDINAL,,,en,3
1987,1987,DATE,,,en,3
Green Day,Green Day,DATE,,,en,3
Election Day,Election Day,DATE,,,en,3
$7.8 billion,$7.8 billion,MONEY,,,en,3
Nobel prize,Nobel prize,WORK_OF_ART,,,en,3
Trump,Trump,PRODUCT,,,en,3
eight months,eight months,DATE,,,en,3
year-end,year-end,DATE,,,en,3
‘The View,‘The View,WORK_OF_ART,,,en,3
Years,Years,DATE,,,en,3
$10 billion,$10 billion,MONEY,,,en,3
Gazans,Gazans,NORP,,,en,3
weeks,weeks,DATE,,,en,3
August 19,August 19,DATE,,,en,3
Arab,Arab,NORP,,,en,3
five-hour,five-hour,TIME,,,en,3
Apple TV+,Apple TV+,PRODUCT,,,en,3
earlier this week,earlier this week,DATE,,,en,3
Nobel Prizes,Nobel Prizes,WORK_OF_ART,,,en,3
the past few days,the past few days,DATE,,,en,3
All-American Road Show,All-American Road Show,EVENT,,,en,2
54,54,DATE,,,en,2
$50 million,$50 million,MONEY,,,en,2
Oct 15,Oct 15,DATE,,,en,2
Caring for Women,Caring for Women,WORK_OF_ART,,,en,2
One Battle After Another,One Battle After Another,WORK_OF_ART,,,en,2
$22 million,$22 million,MONEY,,,en,2
The Headache,The Headache,WORK_OF_ART,,,en,2
just over 24 hours,just over 24 hours,TIME,,,en,2
midnight,midnight,TIME,,,en,2
These Are Adults,These Are Adults,WORK_OF_ART,,,en,2
$24.5 million,$24.5 million,MONEY,,,en,2
the 2025/26 season,the 2025/26 season,DATE,,,en,2
YouTube,YouTube,PRODUCT,,,en,2
this past weekend,this past weekend,DATE,,,en,2
Capitol,Capitol,FAC,,,en,2
more than a year,more than a year,DATE,,,en,2
Gemini,Gemini,PRODUCT,,,en,2
Biden-era,Biden-era,DATE,,,en,2
Ryder Cup,Ryder Cup,FAC,,,en,2
Last September,Last September,DATE,,,en,2
CBS Mornings,CBS Mornings,WORK_OF_ART,,,en,2
March 2024,March 2024,DATE,,,en,2
The Little Red Lighthouse,The Little Red Lighthouse,FAC,,,en,2
1990s,1990s,DATE,,,en,2
West African,West African,NORP,,,en,2
day one,day one,DATE,,,en,2
Nano Banana,Nano Banana,WORK_OF_ART,,,en,2
the Ryder Cup,the Ryder Cup,EVENT,,,en,2
Spider-Man:,Spider-Man:,WORK_OF_ART,,,en,2
nearly a decade,nearly a decade,DATE,,,en,2
the Venice Film Festival,the Venice Film Festival,EVENT,,,en,2
40 years,40 years,DATE,,,en,2
Latter-day,Latter-day,DATE,,,en,2
10B,10B,MONEY,,,en,2
Colombian,Colombian,NORP,,,en,2
‘The View’,‘The View’,WORK_OF_ART,,,en,2
"Wednesday, October 15","Wednesday, October 15",DATE,,,en,2
the work week,the work week,DATE,,,en,2
last-minute,last-minute,TIME,,,en,2
Halloween 2025,Halloween 2025,DATE,,,en,2
Hundreds,Hundreds,CARDINAL,,,en,2
I Owe You an Apology,I Owe You an Apology,WORK_OF_ART,,,en,2
Survival,Survival,PRODUCT,,,en,2
2024 months-long,2024 months-long,DATE,,,en,2
over a decade,over a decade,DATE,,,en,2
the same day,the same day,DATE,,,en,2
a night,a night,TIME,,,en,2
the final day,the final day,DATE,,,en,2
Dance The Night,Dance The Night,WORK_OF_ART,,,en,2
October 2,October 2,DATE,,,en,2
Vive,Vive,WORK_OF_ART,,,en,2
nearly 25 years,nearly 25 years,DATE,,,en,2
The Tonight Show,The Tonight Show,WORK_OF_ART,,,en,2
American Canto,American Canto,WORK_OF_ART,,,en,2
1992,1992,DATE,,,en,2
Victoria's Secret Fashion Show,Victoria's Secret Fashion Show,EVENT,,,en,2
Brooklyn Navy Yard,Brooklyn Navy Yard,FAC,,,en,2
the M3M Hurun India Rich List 2025,the M3M Hurun India Rich List 2025,PRODUCT,,,en,2
Fox News Interview,Fox News Interview,WORK_OF_ART,,,en,2
2x,2x,CARDINAL,,,en,2
Season 44,Season 44,DATE,,,en,2
January 2025,January 2025,DATE,,,en,2
25-54,25-54,DATE,,,en,2
Yam Yam Arocho,Yam Yam Arocho,FAC,,,en,2
Season 47,Season 47,DATE,,,en,2
a 21st century,a 21st century,DATE,,,en,2
Western Nights,Western Nights,WORK_OF_ART,,,en,2
Survivor,Survivor,WORK_OF_ART,,,en,2
Survivor: The Island of Redemption,Survivor: The Island of Redemption,WORK_OF_ART,,,en,2
Meme War,Meme War,EVENT,,,en,2
The Incredibles,The Incredibles,WORK_OF_ART,,,en,2
over 10 million,over 10 million,CARDINAL,,,en,2
"nearly 4,000","nearly 4,000",CARDINAL,,,en,2
this Tuesday,this Tuesday,DATE,,,en,2
eleventh,eleventh,CARDINAL,,,en,2
A month,A month,DATE,,,en,2
Connect 3,Connect 3,PRODUCT,,,en,2
the Kaseya Center,the Kaseya Center,FAC,,,en,2
"Jan. 1, 2026","Jan. 1, 2026",DATE,,,en,2
"the ""Behind the Table"" podcast","the ""Behind the Table"" podcast",WORK_OF_ART,,,en,2
Late Night,Late Night,TIME,,,en,2
Daisies,Daisies,WORK_OF_ART,,,en,2
Hosts For Swearing,Hosts For Swearing,WORK_OF_ART,,,en,2
20 percent to 10 percent,20 percent to 10 percent,PERCENT,,,en,2
the 2026 World Cup,the 2026 World Cup,EVENT,,,en,2
about 23%,about 23%,PERCENT,,,en,2
Max,Max,PRODUCT,,,en,2
| Video,| Video,WORK_OF_ART,,,en,2
Radical Optimism Tour,Radical Optimism Tour,WORK_OF_ART,,,en,2
FIFA Peace Prize,FIFA Peace Prize,EVENT,,,en,2
Trumpist,Trumpist,NORP,,,en,2
15 years,15 years,DATE,,,en,2
about one,about one,CARDINAL,,,en,2
the next few months,the next few months,DATE,,,en,2
Sep 17,Sep 17,DATE,,,en,2
a good night,a good night,TIME,,,en,2
next mo,next mo,DATE,,,en,2
seven years,seven years,DATE,,,en,2
238,238,CARDINAL,,,en,2
a decade,a decade,DATE,,,en,2
2030,2030,DATE,,,en,2
Millions,Millions,CARDINAL,,,en,2
1996,1996,DATE,,,en,2
at least six years,at least six years,DATE,,,en,2
Sep 16,Sep 16,DATE,,,en,2
thousands,thousands,CARDINAL,,,en,2
Argentinian,Argentinian,NORP,,,en,2
1991,1991,DATE,,,en,2
"More than 2,600","More than 2,600",CARDINAL,,,en,2
Oct 18,Oct 18,DATE,,,en,2
Together for Palestine,Together for Palestine,WORK_OF_ART,,,en,2
one-month,one-month,DATE,,,en,2
Saturday Night Live,Saturday Night Live,WORK_OF_ART,,,en,2
-0.02%,-0.02%,PERCENT,,,en,2
"Tuesday, November 4","Tuesday, November 4",DATE,,,en,2
Mickey Mouse,Mickey Mouse,WORK_OF_ART,,,en,2
less than half,less than half,CARDINAL,,,en,2
$20 million,$20 million,MONEY,,,en,2
Tens of thousands,Tens of thousands,CARDINAL,,,en,2
30 pounds,30 pounds,QUANTITY,,,en,2
Oct 21,Oct 21,DATE,,,en,2
December 20,December 20,DATE,,,en,2
34,34,DATE,,,en,2
"Sunday, September 14","Sunday, September 14",DATE,,,en,2
the modern day,the modern day,DATE,,,en,2
Patriot Awards,Patriot Awards,EVENT,,,en,2
Wood,Wood,WORK_OF_ART,,,en,2
1956,1956,DATE,,,en,2
late Tuesday,late Tuesday,DATE,,,en,2
Almost two dozen,Almost two dozen,CARDINAL,,,en,2
last year's,last year's,DATE,,,en,2
I Will Follow You Into the Dark,I Will Follow You Into the Dark,WORK_OF_ART,,,en,2
1 Year,1 Year,DATE,,,en,2
afternoon,afternoon,TIME,,,en,2
the New York Fashion Week,the New York Fashion Week,FAC,,,en,2
Luton Airport,Luton Airport,FAC,,,en,2
nearly two decades,nearly two decades,DATE,,,en,2
Baby,Baby,PRODUCT,,,en,2
270 Park Avenue,270 Park Avenue,FAC,,,en,2
40s,40s,DATE,,,en,2
$15 billion,$15 billion,MONEY,,,en,2
Vatican,Vatican,FAC,0.05000000000000002,0.5,en,2
spooky season,spooky season,DATE,,,en,2
‘The Less I Know the Better’,‘The Less I Know the Better’,WORK_OF_ART,,,en,2
this morning,this morning,TIME,,,en,2
this milestone,this milestone,DATE,,,en,2
Friday morning,Friday morning,TIME,,,en,2
"100,000","100,000",MONEY,,,en,2
70th,70th,ORDINAL,,,en,2
1425,1425,CARDINAL,,,en,2
Make Her Feel a Little Better,Make Her Feel a Little Better,WORK_OF_ART,,,en,2
Royal Festival Hall,Royal Festival Hall,FAC,,,en,2
October 8,October 8,DATE,,,en,2
1965,1965,DATE,,,en,2
years later,years later,DATE,,,en,2
27,27,CARDINAL,,,en,2
+1200 chars,+1200 chars,WORK_OF_ART,,,en,2
40th,40th,ORDINAL,,,en,2
Portuguese,Portuguese,NORP,,,en,2
Splitsville,Splitsville,WORK_OF_ART,,,en,2
three day,three day,DATE,,,en,2
61,61,DATE,,,en,2
Rosebud,Rosebud,PRODUCT,,,en,2
"Friday, October 24","Friday, October 24",DATE,,,en,2
This years,This years,DATE,,,en,2
Get Ur Freak,Get Ur Freak,EVENT,,,en,2
48 Hours,48 Hours,TIME,,,en,2
Knives Out,Knives Out,WORK_OF_ART,,,en,2
Wake Up Dead Man,Wake Up Dead Man,WORK_OF_ART,,,en,2
‘Day One,‘Day One,DATE,,,en,2
2025 Nobel,2025 Nobel,WORK_OF_ART,,,en,2
the past few weeks,the past few weeks,DATE,,,en,2
Masters of the Air,Masters of the Air,WORK_OF_ART,,,en,2
Nearly one month,Nearly one month,DATE,,,en,2
a year,a year,DATE,,,en,2
6 October 2025,6 October 2025,DATE,,,en,2
earlier this year,earlier this year,DATE,,,en,2
early next year,early next year,DATE,,,en,2
October 10,October 10,DATE,,,en,2
Oct. 21,Oct. 21,DATE,,,en,2
the 2025 Nobel Prize in Economics,the 2025 Nobel Prize in Economics,WORK_OF_ART,,,en,2
Karwa Chauth 2025,Karwa Chauth 2025,WORK_OF_ART,,,en,2
2025 Nobel Prize in Chemistry,2025 Nobel Prize in Chemistry,WORK_OF_ART,,,en,2
the 2025 World Series,the 2025 World Series,EVENT,,,en,2
one half,one half,CARDINAL,,,en,2
World Series,World Series,EVENT,,,en,2
Two days,Two days,DATE,,,en,2
Monday night,Monday night,TIME,,,en,2
World Series Game 3,World Series Game 3,EVENT,,,en,2
the Southbank Centre’s,the Southbank Centre’s,FAC,,,en,2
Giant,Giant,WORK_OF_ART,,,en,2
+2443 chars,+2443 chars,WORK_OF_ART,,,en,2
End France Crisis,End France Crisis,EVENT,,,en,2
2000,2000,DATE,,,en,2
$1.4 billion,$1.4 billion,MONEY,,,en,2
October 23,October 23,DATE,,,en,2
later Friday,later Friday,DATE,,,en,2
nine,nine,CARDINAL,,,en,2
a Nobel Prize,a Nobel Prize,WORK_OF_ART,,,en,2
the 2025 Nobel Prize in Physiology and Medicine,the 2025 Nobel Prize in Physiology and Medicine,WORK_OF_ART,,,en,2
"Oct. 10, 2025","Oct. 10, 2025",DATE,,,en,2
the 2026 Super Bowl,the 2026 Super Bowl,EVENT,,,en,2
$70 million,$70 million,MONEY,,,en,2
$30 million,$30 million,MONEY,,,en,2
"10,000","10,000",CARDINAL,,,en,2
The Nobel Peace Prize,The Nobel Peace Prize,WORK_OF_ART,,,en,2
just over a year ago,just over a year ago,DATE,,,en,2
$300 million,$300 million,MONEY,,,en,2
the Nobel Prize in Literature,the Nobel Prize in Literature,WORK_OF_ART,,,en,2
Billboard Latin Music Awards,Billboard Latin Music Awards,EVENT,,,en,2
2015,2015,DATE,,,en,2
Oct. 22,Oct. 22,DATE,,,en,2
Cristalino,Cristalino,PRODUCT,,,en,2
nearly 700 million,nearly 700 million,CARDINAL,,,en,2
months-old,months-old,DATE,,,en,2
100 Nights of Hero,100 Nights of Hero,WORK_OF_ART,,,en,2
Nobel Prize in Literature,Nobel Prize in Literature,WORK_OF_ART,,,en,2
every night,every night,TIME,,,en,2
Eras,Eras,WORK_OF_ART,,,en,2
late Sunday,late Sunday,DATE,,,en,2
Dozens,Dozens,CARDINAL,,,en,2
From Her Eulogy: ‘Why Give Him the Publicity,From Her Eulogy: ‘Why Give Him the Publicity,WORK_OF_ART,,,en,2
